10,18,60
10,20,59
9,19,57
9,19,56
10,18,59
10,18,60
12,21,60
12,20,60
12,20,60
13,19,59
12,20,60
12,19,60
11,21,60
10,22,62
10,22,62
9,20,60
9,19,58
10,20,58
12,20,60
12,21,59
13,22,59
13,24,61
12,24,63
11,21,61
10,20,56
10,19,55
11,19,59
11,23,60
11,23,61
11,23,61
10,21,59
10,20,58
10,20,58
10,21,58
10,23,58
10,23,59
10,22,59
11,21,58
11,20,58
11,20,58
11,21,60
11,22,60
11,21,59
11,22,58
12,23,58
12,22,59
11,21,60
12,21,61
11,21,60
12,20,59
12,21,58
12,22,59
12,22,60
13,22,59
12,22,58
12,21,58
12,21,57
13,21,59
12,22,59
12,22,59
13,21,58
12,21,58
12,21,59
12,23,59
13,22,59
12,22,59
12,21,58
12,21,58
13,21,58
13,22,59
13,23,59
13,23,59
12,21,57
12,21,58
13,22,59
12,21,60
12,22,59
12,22,58
11,21,57
